customer_id,age,country,city,plan,monthly_price,payment_method,mes,subscription_months,sessions_last_30d,hours_watched,unique_content_last_30d,completion_rate,days_since_last_login,devices_used,support_tickets,complaints,failed_payments,churn
6,21,PE,Lima,premium,49500,tarjeta_credito,3,34,20,10.3,17,0.46,5,2,0,0,0,1
6,21,PE,Lima,premium,49500,tarjeta_credito,4,35,16,6.3,8,0.55,6,1,0,0,0,1
6,21,PE,Lima,premium,49500,tarjeta_credito,5,36,19,13.8,8,0.77,2,2,0,0,0,0
6,21,PE,Lima,premium,49500,tarjeta_credito,6,37,14,9.8,10,0.88,3,1,1,1,3,1
7,39,AR,Cordoba,estandar,26900,tarjeta_credito,1,19,0,0.0,0,0.25,30,1,1,1,0,1
7,39,AR,Cordoba,estandar,26900,tarjeta_credito,2,20,1,0.0,1,0.35,30,1,2,1,0,1
7,39,AR,Cordoba,estandar,26900,tarjeta_credito,3,21,0,0.0,0,0.57,27,1,2,0,0,0
7,39,AR,Cordoba,estandar,26900,tarjeta_credito,4,22,0,0.9,0,0.25,28,1,2,0,0,1
7,39,AR,Cordoba,estandar,26900,tarjeta_credito,5,23,0,0.0,0,0.44,30,1,1,0,1,1
7,39,AR,Cordoba,estandar,26900,tarjeta_credito,6,24,1,0.7,1,0.29,21,1,1,1,0,0
8,34,AR,Cordoba,premium,43600,tarjeta_credito,1,3,13,10.6,10,0.57,2,1,0,0,0,0
8,34,AR,Cordoba,premium,43600,tarjeta_credito,2,4,10,8.0,8,0.64,1,1,0,0,0,0
8,34,AR,Cordoba,premium,43600,tarjeta_credito,3,5,6,5.3,4,0.49,7,1,0,0,1,0
8,34,AR,Cordoba,premium,43600,tarjeta_credito,4,6,17,11.6,9,0.64,11,2,0,0,0,0
8,34,AR,Cordoba,premium,43600,tarjeta_credito,5,7,16,8.5,12,0.59,11,2,0,0,1,0
8,34,AR,Cordoba,premium,43600,tarjeta_credito,6,8,13,6.5,8,0.53,5,1,0,0,0,0
9,44,CO,Cali,estandar,26300,tarjeta_debito,1,12,4,3.2,2,0.31,25,2,0,0,0,0
9,44,CO,Cali,estandar,26300,tarjeta_debito,2,13,2,0.2,1,0.55,30,2,0,0,0,1
9,44,CO,Cali,estandar,26300,tarjeta_debito,3,14,3,1.9,2,0.52,25,1,0,0,0,0
9,44,CO,Cali,estandar,26300,tarjeta_debito,4,15,2,1.1,2,0.66,26,1,0,0,0,0
9,44,CO,Cali,estandar,26300,tarjeta_debito,5,16,3,1.3,2,0.37,26,2,0,0,1,0
9,44,CO,Cali,estandar,26300,tarjeta_debito,6,17,3,3.3,1,0.34,24,2,0,0,0,0
10,36,MX,Guadalajara,premium,44700,tarjeta_credito,1,6,13,13.0,9,0.57,23,1,0,0,0,0
10,36,MX,Guadalajara,premium,44700,tarjeta_credito,2,7,11,13.4,8,0.5,7,2,0,0,0,0
10,36,MX,Guadalajara,premium,44700,tarjeta_credito,3,8,8,5.2,5,0.66,9,2,0,0,0,0
10,36,MX,Guadalajara,premium,44700,tarjeta_credito,4,9,10,8.1,7,0.51,23,1,0,0,1,0
10,36,MX,Guadalajara,premium,44700,tarjeta_credito,5,10,9,6.2,5,0.6,18,2,0,0,0,0
10,36,MX,Guadalajara,premium,44700,tarjeta_credito,6,11,5,6.7,3,0.63,20,2,0,0,0,0
11,39,CO,Bucaramanga,estandar,29900,tarjeta_debito,1,8,15,15.6,10,0.6,1,3,0,0,1,0
11,39,CO,Bucaramanga,estandar,29900,tarjeta_debito,2,9,25,12.1,22,0.37,0,2,0,0,0,0
11,39,CO,Bucaramanga,estandar,29900,tarjeta_debito,3,10,11,9.3,10,0.57,0,1,0,0,0,0
11,39,CO,Bucaramanga,estandar,29900,tarjeta_debito,4,11,11,6.3,8,0.25,3,1,0,0,0,0
11,39,CO,Bucaramanga,estandar,29900,tarjeta_debito,5,12,19,20.5,9,0.53,1,1,0,0,0,0
11,39,CO,Bucaramanga,estandar,29900,tarjeta_debito,6,13,12,12.2,7,0.7,4,2,0,0,1,0
12,31,PE,Lima,premium,42400,tarjeta_debito,1,17,13,9.7,10,0.52,5,1,0,0,0,0
12,31,PE,Lima,premium,42400,tarjeta_debito,2,18,16,14.2,13,0.57,15,1,0,0,0,0
12,31,PE,Lima,premium,42400,tarjeta_debito,3,19,12,5.8,5,0.53,11,2,0,0,0,0
12,31,PE,Lima,premium,42400,tarjeta_debito,4,20,9,6.2,5,0.6,11,1,0,0,2,0
12,31,PE,Lima,premium,42400,tarjeta_debito,5,21,7,5.2,4,0.55,2,2,0,0,1,0
12,31,PE,Lima,premium,42400,tarjeta_debito,6,22,10,5.7,6,0.33,10,1,0,0,0,0
13,25,MX,Monterrey,estandar,30600,tarjeta_credito,1,15,1,0.7,0,0.11,30,1,0,0,0,1
13,25,MX,Monterrey,estandar,30600,tarjeta_credito,2,16,0,2.1,0,0.53,30,1,1,1,0,1
13,25,MX,Monterrey,estandar,30600,tarjeta_credito,3,17,1,0.6,1,0.41,30,1,1,1,0,1
13,25,MX,Monterrey,estandar,30600,tarjeta_credito,4,18,2,2.0,2,0.26,30,1,2,1,0,1
13,25,MX,Monterrey,estandar,30600,tarjeta_credito,5,19,0,1.8,0,0.59,30,2,0,0,1,1
13,25,MX,Monterrey,estandar,30600,tarjeta_credito,6,20,0,1.5,0,0.39,30,1,2,2,0,1
14,42,CL,Santiago,premium,40600,tarjeta_credito,1,1,12,9.9,6,0.83,11,3,1,1,1,0
14,42,CL,Santiago,premium,40600,tarjeta_credito,2,2,12,6.0,10,0.59,10,2,0,0,0,0
14,42,CL,Santiago,premium,40600,tarjeta_credito,3,3,16,9.8,11,0.6,3,1,0,0,0,0
14,42,CL,Santiago,premium,40600,tarjeta_credito,4,4,9,4.4,5,0.15,11,2,1,0,0,0
14,42,CL,Santiago,premium,40600,tarjeta_credito,5,5,9,10.7,4,0.56,16,3,0,0,2,0
14,42,CL,Santiago,premium,40600,tarjeta_credito,6,6,8,8.2,5,0.31,14,2,0,0,1,1
15,30,CO,Medellin,estandar,29700,paypal,1,10,0,0.7,0,0.16,30,1,0,0,0,1
15,30,CO,Medellin,estandar,29700,paypal,2,11,1,1.4,1,0.34,30,2,1,0,0,1
15,30,CO,Medellin,estandar,29700,paypal,3,12,0,0.2,0,0.48,30,1,0,0,1,1
15,30,CO,Medellin,estandar,29700,paypal,4,13,0,0.0,0,0.78,30,2,0,0,0,1
15,30,CO,Medellin,estandar,29700,paypal,5,14,0,0.0,0,0.46,22,1,0,0,0,1
15,30,CO,Medellin,estandar,29700,paypal,6,15,0,0.0,0,0.32,28,1,0,0,0,1
16,39,CO,Bucaramanga,basico,15600,tarjeta_credito,1,12,3,1.0,2,0.36,14,1,0,0,0,0
16,39,CO,Bucaramanga,basico,15600,tarjeta_credito,2,13,7,6.8,5,0.35,16,2,0,0,0,0
16,39,CO,Bucaramanga,basico,15600,tarjeta_credito,3,14,6,6.0,4,0.45,21,1,1,0,0,1
16,39,CO,Bucaramanga,basico,15600,tarjeta_credito,4,15,5,2.4,3,0.26,7,2,1,1,1,0
16,39,CO,Bucaramanga,basico,15600,tarjeta_credito,5,16,4,2.1,2,0.64,20,1,0,0,0,0
16,39,CO,Bucaramanga,basico,15600,tarjeta_credito,6,17,8,8.8,6,0.53,19,2,0,0,0,0
17,50,MX,Guadalajara,estandar,30300,paypal,1,1,14,17.1,12,0.84,0,2,1,0,0,0
17,50,MX,Guadalajara,estandar,30300,paypal,2,2,19,19.0,14,0.72,0,1,1,1,0,0
17,50,MX,Guadalajara,estandar,30300,paypal,3,3,8,5.0,3,0.51,2,2,5,4,0,0
17,50,MX,Guadalajara,estandar,30300,paypal,4,4,15,8.0,9,0.55,0,4,2,1,0,0
17,50,MX,Guadalajara,estandar,30300,paypal,5,5,21,11.0,11,0.61,0,2,1,1,0,0
17,50,MX,Guadalajara,estandar,30300,paypal,6,6,18,19.3,14,0.73,10,1,1,0,0,0
18,33,CO,Cali,estandar,28100,tarjeta_credito,1,3,1,0.1,1,0.49,25,1,0,0,1,1
18,33,CO,Cali,estandar,28100,tarjeta_credito,2,4,0,0.0,0,0.19,25,1,0,0,1,1
18,33,CO,Cali,estandar,28100,tarjeta_credito,3,5,2,3.2,1,0.4,30,1,0,0,0,1
18,33,CO,Cali,estandar,28100,tarjeta_credito,4,6,1,2.6,1,0.53,23,2,1,1,0,1
18,33,CO,Cali,estandar,28100,tarjeta_credito,5,7,2,1.1,1,0.5,30,1,0,0,0,1
18,33,CO,Cali,estandar,28100,tarjeta_credito,6,8,0,0.7,0,0.6,30,1,1,1,0,1
19,42,CL,Santiago,basico,15500,tarjeta_credito,1,5,8,4.4,5,0.5,11,2,0,0,1,0
19,42,CL,Santiago,basico,15500,tarjeta_credito,2,6,18,11.9,9,0.39,10,2,0,0,0,0
19,42,CL,Santiago,basico,15500,tarjeta_credito,3,7,19,13.4,8,0.5,7,3,0,0,0,0
19,42,CL,Santiago,basico,15500,tarjeta_credito,4,8,12,4.2,5,0.45,7,1,0,0,0,0
19,42,CL,Santiago,basico,15500,tarjeta_credito,5,9,6,5.7,4,0.32,1,2,0,0,1,0
19,42,CL,Santiago,basico,15500,tarjeta_credito,6,10,8,8.3,3,0.4,11,1,0,0,0,0
20,35,MX,Guadalajara,estandar,25500,pse,1,1,2,0.5,1,0.41,16,1,0,0,1,0
20,35,MX,Guadalajara,estandar,25500,pse,2,2,2,2.1,1,0.22,27,1,0,0,0,0
20,35,MX,Guadalajara,estandar,25500,pse,3,3,4,4.7,2,0.33,22,1,0,0,1,0
20,35,MX,Guadalajara,estandar,25500,pse,4,4,3,0.7,2,0.5,25,2,0,0,0,0
20,35,MX,Guadalajara,estandar,25500,pse,5,5,5,3.9,3,0.26,22,2,0,0,0,0
20,35,MX,Guadalajara,estandar,25500,pse,6,6,5,3.5,3,0.8,19,1,0,0,0,1
21,31,AR,Cordoba,basico,14700,tarjeta_debito,1,5,0,0.0,0,0.41,30,1,0,0,0,1
21,31,AR,Cordoba,basico,14700,tarjeta_debito,2,6,2,3.0,1,0.19,30,2,0,0,1,1
21,31,AR,Cordoba,basico,14700,tarjeta_debito,3,7,2,1.9,1,0.51,30,1,0,0,1,0
21,31,AR,Cordoba,basico,14700,tarjeta_debito,4,8,1,2.4,1,0.25,30,1,0,0,0,1
21,31,AR,Cordoba,basico,14700,tarjeta_debito,5,9,0,1.1,0,0.4,30,1,0,0,1,1
21,31,AR,Cordoba,basico,14700,tarjeta_debito,6,10,1,2.3,1,0.18,30,1,1,1,0,1
22,19,CO,Bogota,premium,47400,pse,1,23,7,4.6,4,0.45,22,2,0,0,0,1
22,19,CO,Bogota,premium,47400,pse,2,24,1,0.2,1,0.43,22,2,0,0,0,1
22,19,CO,Bogota,premium,47400,pse,3,25,4,2.5,3,0.71,10,1,0,0,0,1
22,19,CO,Bogota,premium,47400,pse,4,26,2,2.2,1,0.41,23,2,0,0,0,0
22,19,CO,Bogota,premium,47400,pse,5,27,5,3.6,3,0.27,30,1,1,1,0,1
22,19,CO,Bogota,premium,47400,pse,6,28,1,0.8,1,0.36,22,2,0,0,1,1
23,35,PE,Lima,estandar,25800,tarjeta_debito,1,6,9,3.2,4,0.31,24,1,1,0,0,0
23,35,PE,Lima,estandar,25800,tarjeta_debito,2,7,6,4.5,3,0.59,19,1,0,0,1,1
23,35,PE,Lima,estandar,25800,tarjeta_debito,3,8,6,3.3,5,0.39,16,1,0,0,0,0
23,35,PE,Lima,estandar,25800,tarjeta_debito,4,9,3,3.8,2,0.4,24,1,1,0,0,1
23,35,PE,Lima,estandar,25800,tarjeta_debito,5,10,0,0.7,0,0.46,19,1,0,0,1,1
23,35,PE,Lima,estandar,25800,tarjeta_debito,6,11,5,1.9,4,0.63,26,1,0,0,0,0
24,33,CL,Santiago,basico,15800,paypal,1,22,1,2.0,1,0.31,29,1,0,0,1,1
24,33,CL,Santiago,basico,15800,paypal,2,23,2,0.6,1,0.1,30,1,0,0,1,1
24,33,CL,Santiago,basico,15800,paypal,3,24,0,0.0,0,0.46,27,2,0,0,1,0
24,33,CL,Santiago,basico,15800,paypal,4,25,0,0.0,0,0.42,27,1,0,0,0,1
24,33,CL,Santiago,basico,15800,paypal,5,26,0,1.7,0,0.58,24,1,1,1,0,0
24,33,CL,Santiago,basico,15800,paypal,6,27,1,1.9,1,0.47,20,1,1,1,1,0
25,26,AR,Buenos Aires,premium,43300,tarjeta_credito,1,1,5,5.0,2,0.41,20,1,1,1,0,0
25,26,AR,Buenos Aires,premium,43300,tarjeta_credito,2,2,6,5.3,5,0.56,17,1,0,0,0,0
25,26,AR,Buenos Aires,premium,43300,tarjeta_credito,3,3,6,2.1,2,0.63,16,3,0,0,0,0
25,26,AR,Buenos Aires,premium,43300,tarjeta_credito,4,4,9,3.8,5,0.44,18,1,0,0,0,0
25,26,AR,Buenos Aires,premium,43300,tarjeta_credito,5,5,3,2.4,2,0.49,9,2,0,0,0,0
25,26,AR,Buenos Aires,premium,43300,tarjeta_credito,6,6,8,6.1,6,0.67,19,2,0,0,0,0
26,18,CO,Bucaramanga,estandar,27200,tarjeta_credito,1,33,9,10.7,5,0.54,8,1,0,0,1,0
26,18,CO,Bucaramanga,estandar,27200,tarjeta_credito,2,34,8,5.8,4,0.53,9,1,0,0,0,0
26,18,CO,Bucaramanga,estandar,27200,tarjeta_credito,3,35,8,7.2,6,0.48,16,1,0,0,0,0
26,18,CO,Bucaramanga,estandar,27200,tarjeta_credito,4,36,7,5.4,5,0.34,19,1,0,0,0,0
26,18,CO,Bucaramanga,estandar,27200,tarjeta_credito,5,37,13,14.0,11,0.63,13,1,0,0,0,0
26,18,CO,Bucaramanga,estandar,27200,tarjeta_credito,6,38,8,4.3,3,0.42,15,1,0,0,0,1
27,18,MX,Ciudad de Mexico,estandar,28800,tarjeta_credito,1,8,7,5.5,5,0.44,14,1,0,0,0,1
27,18,MX,Ciudad de Mexico,estandar,28800,tarjeta_credito,2,9,3,3.1,2,0.66,24,1,0,0,0,1
27,18,MX,Ciudad de Mexico,estandar,28800,tarjeta_credito,3,10,6,4.4,5,0.52,24,1,0,0,0,1
27,18,MX,Ciudad de Mexico,estandar,28800,tarjeta_credito,4,11,7,6.1,6,0.38,17,1,0,0,0,1
27,18,MX,Ciudad de Mexico,estandar,28800,tarjeta_credito,5,12,7,6.7,5,0.25,20,2,0,0,1,1
27,18,MX,Ciudad de Mexico,estandar,28800,tarjeta_credito,6,13,4,2.3,2,0.37,21,2,0,0,0,1
28,53,CO,Barranquilla,estandar,25600,tarjeta_debito,1,1,7,4.6,5,0.42,22,1,0,0,0,0
28,53,CO,Barranquilla,estandar,25600,tarjeta_debito,2,2,6,4.6,3,0.63,20,1,0,0,0,0
28,53,CO,Barranquilla,estandar,25600,tarjeta_debito,3,3,9,5.5,5,0.65,19,2,1,1,1,0
28,53,CO,Barranquilla,estandar,25600,tarjeta_debito,4,4,6,7.4,3,0.29,21,1,0,0,0,1
28,53,CO,Barranquilla,estandar,25600,tarjeta_debito,5,5,3,1.2,2,0.63,17,1,0,0,0,0
28,53,CO,Barranquilla,estandar,25600,tarjeta_debito,6,6,7,8.7,6,0.7,21,1,0,0,0,0
29,35,CO,Bucaramanga,basico,15400,tarjeta_credito,1,3,11,6.8,9,0.47,13,3,0,0,0,0
29,35,CO,Bucaramanga,basico,15400,tarjeta_credito,2,4,13,8.9,11,0.69,10,3,0,0,0,1
29,35,CO,Bucaramanga,basico,15400,tarjeta_credito,3,5,14,14.5,12,0.51,8,1,1,0,0,0
29,35,CO,Bucaramanga,basico,15400,tarjeta_credito,4,6,10,11.7,7,0.38,7,1,0,0,0,0
29,35,CO,Bucaramanga,basico,15400,tarjeta_credito,5,7,5,3.9,4,0.5,11,2,0,0,0,0
29,35,CO,Bucaramanga,basico,15400,tarjeta_credito,6,8,10,3.8,7,0.94,5,2,0,0,0,0
30,21,AR,Buenos Aires,basico,16200,pse,1,22,1,0.3,1,0.38,29,1,0,0,1,0
30,21,AR,Buenos Aires,basico,16200,pse,2,23,0,0.0,0,0.13,30,1,1,1,0,1
30,21,AR,Buenos Aires,basico,16200,pse,3,24,0,0.8,0,0.36,24,3,1,1,0,1
30,21,AR,Buenos Aires,basico,16200,pse,4,25,0,0.1,0,0.15,24,1,1,0,0,0
30,21,AR,Buenos Aires,basico,16200,pse,5,26,1,2.3,1,0.23,30,1,0,0,0,1
30,21,AR,Buenos Aires,basico,16200,pse,6,27,1,0.8,0,0.33,24,1,0,0,0,0
31,29,AR,Cordoba,premium,41300,tarjeta_credito,1,43,9,4.1,7,0.75,4,2,1,1,0,0
31,29,AR,Cordoba,premium,41300,tarjeta_credito,2,44,14,14.3,11,0.52,11,1,0,0,1,0
31,29,AR,Cordoba,premium,41300,tarjeta_credito,3,45,17,17.7,8,0.35,8,2,0,0,1,0
31,29,AR,Cordoba,premium,41300,tarjeta_credito,4,46,23,25.6,13,0.81,6,2,0,0,0,0
31,29,AR,Cordoba,premium,41300,tarjeta_credito,5,47,11,6.4,5,0.58,0,2,0,0,0,0
31,29,AR,Cordoba,premium,41300,tarjeta_credito,6,48,9,6.4,4,0.41,14,3,1,0,0,0
32,35,PE,Arequipa,premium,42800,tarjeta_credito,1,7,1,0.0,1,0.42,16,1,2,1,1,0
32,35,PE,Arequipa,premium,42800,tarjeta_credito,2,8,4,3.1,3,0.32,21,1,2,2,0,1
32,35,PE,Arequipa,premium,42800,tarjeta_credito,3,9,5,5.5,3,0.58,19,1,1,1,0,1
32,35,PE,Arequipa,premium,42800,tarjeta_credito,4,10,1,0.0,0,0.41,19,1,4,4,1,1
32,35,PE,Arequipa,premium,42800,tarjeta_credito,5,11,7,5.2,5,0.35,26,1,2,0,0,0
32,35,PE,Arequipa,premium,42800,tarjeta_credito,6,12,6,4.6,3,0.67,22,2,2,2,1,0
33,39,CO,Barranquilla,premium,40600,tarjeta_credito,1,7,0,0.0,0,0.75,10,1,2,1,0,1
33,39,CO,Barranquilla,premium,40600,tarjeta_credito,2,8,4,5.7,3,0.8,22,2,0,0,1,1
33,39,CO,Barranquilla,premium,40600,tarjeta_credito,3,9,3,0.4,2,0.36,17,2,0,0,0,1
33,39,CO,Barranquilla,premium,40600,tarjeta_credito,4,10,6,3.5,5,0.51,24,3,0,0,0,1
33,39,CO,Barranquilla,premium,40600,tarjeta_credito,5,11,4,0.9,3,0.26,15,2,1,1,0,1
33,39,CO,Barranquilla,premium,40600,tarjeta_credito,6,12,5,4.3,3,0.65,30,1,0,0,0,1
34,33,CO,Medellin,basico,15100,paypal,1,3,5,3.9,2,0.27,26,2,0,0,0,1
34,33,CO,Medellin,basico,15100,paypal,2,4,3,0.9,1,0.34,21,2,0,0,1,1
34,33,CO,Medellin,basico,15100,paypal,3,5,3,3.3,2,0.24,28,1,1,1,0,0
34,33,CO,Medellin,basico,15100,paypal,4,6,1,0.6,1,0.48,24,1,0,0,0,0
34,33,CO,Medellin,basico,15100,paypal,5,7,1,2.1,1,0.46,30,2,0,0,0,1
34,33,CO,Medellin,basico,15100,paypal,6,8,2,1.9,1,0.58,28,3,0,0,0,1
35,55,MX,Ciudad de Mexico,premium,47100,tarjeta_debito,1,23,2,0.8,1,0.35,27,1,0,0,0,0
35,55,MX,Ciudad de Mexico,premium,47100,tarjeta_debito,2,24,1,0.0,1,0.37,29,1,1,0,0,1
35,55,MX,Ciudad de Mexico,premium,47100,tarjeta_debito,3,25,1,0.6,1,0.28,30,3,0,0,1,1
35,55,MX,Ciudad de Mexico,premium,47100,tarjeta_debito,4,26,0,0.0,0,0.36,29,2,0,0,0,0
35,55,MX,Ciudad de Mexico,premium,47100,tarjeta_debito,5,27,3,3.7,3,0.46,26,1,0,0,0,0
35,55,MX,Ciudad de Mexico,premium,47100,tarjeta_debito,6,28,0,0.5,0,0.3,30,2,0,0,0,0
36,56,CO,Bucaramanga,estandar,30400,tarjeta_credito,1,14,22,13.8,15,0.69,5,1,1,0,1,0
36,56,CO,Bucaramanga,estandar,30400,tarjeta_credito,2,15,11,6.8,7,0.54,7,1,0,0,0,0
36,56,CO,Bucaramanga,estandar,30400,tarjeta_credito,3,16,14,16.0,8,0.61,0,2,0,0,0,0
36,56,CO,Bucaramanga,estandar,30400,tarjeta_credito,4,17,19,8.5,8,0.78,12,3,0,0,1,0
36,56,CO,Bucaramanga,estandar,30400,tarjeta_credito,5,18,13,18.2,8,0.75,0,2,0,0,1,0
36,56,CO,Bucaramanga,estandar,30400,tarjeta_credito,6,19,9,3.3,6,0.94,5,3,0,0,0,0
37,39,CO,Cali,estandar,27300,tarjeta_debito,1,6,6,4.7,4,0.25,29,2,1,1,0,1
37,39,CO,Cali,estandar,27300,tarjeta_debito,2,7,3,2.7,2,0.28,15,1,1,0,0,0
37,39,CO,Cali,estandar,27300,tarjeta_debito,3,8,6,5.9,4,0.21,18,2,0,0,0,1
37,39,CO,Cali,estandar,27300,tarjeta_debito,4,9,2,2.1,1,0.34,23,2,2,2,1,1
37,39,CO,Cali,estandar,27300,tarjeta_debito,5,10,5,3.5,3,0.52,24,2,0,0,1,0
37,39,CO,Cali,estandar,27300,tarjeta_debito,6,11,2,2.5,2,0.3,22,2,0,0,0,1
38,31,MX,Ciudad de Mexico,basico,13900,tarjeta_credito,1,60,21,8.4,13,0.67,11,1,1,0,0,0
38,31,MX,Ciudad de Mexico,basico,13900,tarjeta_credito,2,61,15,13.5,7,0.4,8,2,0,0,1,0
38,31,MX,Ciudad de Mexico,basico,13900,tarjeta_credito,3,62,13,5.7,11,0.45,13,3,0,0,0,0
38,31,MX,Ciudad de Mexico,basico,13900,tarjeta_credito,4,63,10,6.8,8,0.51,7,2,0,0,1,0
38,31,MX,Ciudad de Mexico,basico,13900,tarjeta_credito,5,64,18,14.3,13,0.54,16,2,0,0,0,1
38,31,MX,Ciudad de Mexico,basico,13900,tarjeta_credito,6,65,10,5.1,9,0.47,18,2,1,1,0,1
39,39,CO,Barranquilla,premium,40800,paypal,1,6,10,8.1,6,0.37,0,2,0,0,1,0
39,39,CO,Barranquilla,premium,40800,paypal,2,7,6,3.9,5,0.35,24,1,1,1,2,0
39,39,CO,Barranquilla,premium,40800,paypal,3,8,14,11.3,11,0.61,18,2,0,0,0,0
39,39,CO,Barranquilla,premium,40800,paypal,4,9,8,4.7,7,0.87,20,1,0,0,0,1
39,39,CO,Barranquilla,premium,40800,paypal,5,10,12,11.2,8,0.42,15,3,0,0,0,0
39,39,CO,Barranquilla,premium,40800,paypal,6,11,11,8.8,9,0.23,10,1,0,0,0,0
40,22,AR,Buenos Aires,premium,43400,tarjeta_credito,1,11,3,0.7,2,0.48,22,3,0,0,0,0
40,22,AR,Buenos Aires,premium,43400,tarjeta_credito,2,12,6,6.2,5,0.65,23,1,0,0,0,1
40,22,AR,Buenos Aires,premium,43400,tarjeta_credito,3,13,4,3.7,3,0.28,23,1,0,0,1,1
40,22,AR,Buenos Aires,premium,43400,tarjeta_credito,4,14,7,1.9,5,0.18,23,2,0,0,0,0
40,22,AR,Buenos Aires,premium,43400,tarjeta_credito,5,15,3,2.1,1,0.59,26,1,0,0,1,1
40,22,AR,Buenos Aires,premium,43400,tarjeta_credito,6,16,10,10.1,9,0.47,24,1,0,0,0,0
41,45,CO,Bucaramanga,basico,15000,tarjeta_credito,1,3,18,18.7,9,0.73,3,2,1,0,0,0
41,45,CO,Bucaramanga,basico,15000,tarjeta_credito,2,4,12,10.7,7,0.59,5,3,0,0,0,0
41,45,CO,Bucaramanga,basico,15000,tarjeta_credito,3,5,21,16.3,16,0.56,0,1,0,0,0,0
41,45,CO,Bucaramanga,basico,15000,tarjeta_credito,4,6,17,13.6,8,0.74,5,1,0,0,1,0
41,45,CO,Bucaramanga,basico,15000,tarjeta_credito,5,7,14,15.5,11,0.79,4,2,1,0,0,0
41,45,CO,Bucaramanga,basico,15000,tarjeta_credito,6,8,10,9.6,4,0.59,17,2,0,0,1,1
